,Unnamed: 0,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData,SeatClass
230,1292,Выхинский Дворик,637438793,ресторан,Юго-Восточный административный округ,район Выхино-Жулебино,"город Москва, улица Хлобыстова, дом 22",32,37.813618023505796,55.716219125818945,"{type=Point, coordinates=[37.8136180235058, 55.71621912581895]}",Маленький
231,1301,Пипл&Паста,637439077,ресторан,Центральный административный округ,Басманный район,"город Москва, улица Маросейка, дом 9/2, строение 1",30,37.63433656429991,55.7577653213768,"{type=Point, coordinates=[37.6343365642999, 55.75776532137679]}",Маленький
232,1307,Крошка-Картошка,637439392,ресторан,Северный административный округ,Хорошёвский район,"город Москва, 1-й Хорошёвский проезд, дом 14, корпус 1",6,37.545203,55.775063,"{type=Point, coordinates=[37.545203, 55.775063]}",Маленький
233,1309,BRB,637439396,ресторан,Северный административный округ,Хорошёвский район,"город Москва, Хорошёвское шоссе, дом 23, корпус 1",20,37.528715999999996,55.776862,"{type=Point, coordinates=[37.528716, 55.776862]}",Маленький
234,1327,Синяя река,637440113,ресторан,Центральный административный округ,район Арбат,"город Москва, Новинский бульвар, дом 11",70,37.58251353828072,55.75357159010324,"{type=Point, coordinates=[37.582513538280715, 55.75357159010325]}",Средний
235,1329,Сады Семирамиды,637440192,ресторан,Северный административный округ,район Сокол,"город Москва, Чапаевский переулок, дом 10/2",80,37.519133012065694,55.799958006451114,"{type=Point, coordinates=[37.5191330120657, 55.7999580064511]}",Средний
236,1351,IL Патио Иль Патио,637440987,ресторан,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 27, строение 1",60,37.648151910797054,55.760139937694305,"{type=Point, coordinates=[37.648151910797054, 55.7601399376943]}",Маленький
237,1355,ЗОЛОТАЯ ВОБЛА,637441146,ресторан,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 2/1, строение 1",89,37.63962831364391,55.758283491724704,"{type=Point, coordinates=[37.6396283136439, 55.7582834917247]}",Средний
238,1356,Дарбас,637441172,ресторан,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 2/1, строение 1",64,37.63903822766071,55.757987679581795,"{type=Point, coordinates=[37.6390382276607, 55.7579876795818]}",Маленький
239,1362,Корчма Тарас Бульба,637462262,ресторан,Северный административный округ,район Аэропорт,"город Москва, улица Черняховского, дом 3",120,37.53111150131551,55.80208418060571,"{type=Point, coordinates=[37.5311115013155, 55.8020841806057]}",Средний
240,1374,ПИЛЗНЕР,637462742,ресторан,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 15/16, строение 1",170,37.6449712740006,55.759370129314306,"{type=Point, coordinates=[37.6449712740006, 55.7593701293143]}",Большой
241,1388,Тануки,637463463,ресторан,Центральный административный округ,район Якиманка,"город Москва, улица Шаболовка, дом 25, корпус 2",60,37.611040389904105,55.72262486739061,"{type=Point, coordinates=[37.6110403899041, 55.7226248673906]}",Маленький
242,1395,Ресторан «Shelbybar»,637463707,ресторан,Центральный административный округ,Пресненский район,"город Москва, Шелепихинская набережная, дом 20",75,37.5190192904722,55.757032501769764,"{type=Point, coordinates=[37.5190192904722, 55.75703250176976]}",Средний
243,1397,АНДЖЕЛО,637463812,ресторан,Юго-Западный административный округ,Гагаринский район,"город Москва, проспект 60-летия Октября, дом 5, корпус 3",70,37.580566071135394,55.703241956255894,"{type=Point, coordinates=[37.5805660711354, 55.7032419562559]}",Средний
244,1403,Ресторан «Охота мяса»,637464134,ресторан,Центральный административный округ,Пресненский район,"город Москва, Шмитовский проезд, дом 5",42,37.554714923581315,55.75801919379006,"{type=Point, coordinates=[37.55471492358131, 55.758019193790055]}",Маленький
245,1405,Ресторан «ХУДЖУРАО»,637464172,ресторан,Центральный административный округ,Пресненский район,"город Москва, Шмитовский проезд, дом 14",89,37.551184742850296,55.7584478829704,"{type=Point, coordinates=[37.5511847428503, 55.7584478829704]}",Средний
246,1415,Тануки,637464514,ресторан,Восточный административный округ,район Гольяново,"город Москва, Щёлковское шоссе, дом 33",80,37.7830143627643,55.810106445291794,"{type=Point, coordinates=[37.7830143627643, 55.8101064452918]}",Средний
247,1422,Ресторан Тануки,637464835,ресторан,Восточный административный округ,район Соколиная Гора,"город Москва, Щербаковская улица, дом 50",50,37.736971043212094,55.7824721206948,"{type=Point, coordinates=[37.7369710432121, 55.7824721206948]}",Маленький
248,1424,КОРЧМА ТАРАС БУЛЬБА,637464914,ресторан,Центральный административный округ,район Хамовники,"город Москва, Большой Лёвшинский переулок, дом 19",50,37.5854536442993,55.7412023101402,"{type=Point, coordinates=[37.5854536442993, 55.7412023101402]}",Маленький
249,1428,ОКА-2000,637465155,ресторан,Юго-Восточный административный округ,район Лефортово,"город Москва, Энергетическая улица, дом 22",60,37.715274,55.756547,"{type=Point, coordinates=[37.715274, 55.756547]}",Маленький
250,1432,Тануки,637465438,ресторан,Восточный административный округ,район Перово,"город Москва, шоссе Энтузиастов, дом 50",108,37.758493088347294,55.759164877867896,"{type=Point, coordinates=[37.7584930883473, 55.7591648778679]}",Средний
