,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
1434,Кулинария Пан Пан,637465479,to go,Восточный административный округ,район Перово,"город Москва, шоссе Энтузиастов, дом 74/2",6,37.783029520675065,55.76392713040925,"{type=Point, coordinates=[37.783029520675065, 55.76392713040925]}"
1441,Самса 24,637465647,to go,Северо-Восточный административный округ,Бутырский район,"город Москва, улица Яблочкова, дом 37",8,37.57892704461488,55.8269084376571,"{type=Point, coordinates=[37.57892704461488, 55.8269084376571]}"
1442,Subway,637465752,to go,Северный административный округ,район Беговой,"город Москва, 3-я улица Ямского Поля, дом 13",35,37.579894,55.78232,"{type=Point, coordinates=[37.579894, 55.78232]}"
1450,KFC,637465970,to go,Северо-Восточный административный округ,Ярославский район,"город Москва, Ярославское шоссе, дом 114",80,37.706703000000005,55.86661578968541,"{type=Point, coordinates=[37.70670300000001, 55.86661578968542]}"
1464,Кафе «Суши Сет»,637466620,to go,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, корпус 1106",7,37.189426,55.996792,"{type=Point, coordinates=[37.189426, 55.996792]}"
1478,Пиццерия «Папа Джонс»,637467262,to go,Южный административный округ,район Москворечье-Сабурово,"город Москва, Кантемировская улица, дом 16, корпус 1",17,37.666815184216,55.63825049599169,"{type=Point, coordinates=[37.666815184216, 55.6382504959917]}"
1483,Додо Пицца,637467425,to go,Северо-Восточный административный округ,район Южное Медведково,"город Москва, проезд Дежнёва, дом 29, корпус 1",46,37.631308,55.869864,"{type=Point, coordinates=[37.631308, 55.869864]}"
1496,ПИЦЦА «ПАОЛО»,637467938,to go,Северо-Западный административный округ,район Митино,"город Москва, Новотушинский проезд, дом 6, корпус 1",8,37.38267250385902,55.83728525836352,"{type=Point, coordinates=[37.38267250385902, 55.837285258363515]}"
1497,СУШИ WOK,637467990,to go,Северо-Западный административный округ,район Митино,"город Москва, Новотушинский проезд, дом 6, корпус 1",0,37.38267250385902,55.83728525836352,"{type=Point, coordinates=[37.38267250385902, 55.837285258363515]}"
1501,КУЛИНАРИЯ «СушиШоп»,637468175,to go,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 48",0,37.355039599914015,55.8506002114452,"{type=Point, coordinates=[37.355039599914015, 55.8506002114452]}"
1502,СУШИ WOK,637468229,to go,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 52",1,37.354187720612195,55.85261820141601,"{type=Point, coordinates=[37.354187720612195, 55.85261820141601]}"
1513,Перекресток,637468585,to go,Северо-Западный административный округ,район Митино,"город Москва, Ангелов переулок, дом 7",1,37.34772743323624,55.851535498861885,"{type=Point, coordinates=[37.347727433236244, 55.851535498861885]}"
1514,КУЛИНАРИЯ,637468612,to go,Северо-Западный административный округ,район Митино,"город Москва, Ангелов переулок, дом 7",1,37.34772743323624,55.851535498861885,"{type=Point, coordinates=[37.347727433236244, 55.851535498861885]}"
1536,Сабвей,637469550,to go,Северо-Восточный административный округ,Алексеевский район,"город Москва, проспект Мира, дом 146",15,37.64198330309121,55.82056251170573,"{type=Point, coordinates=[37.64198330309121, 55.820562511705724]}"
1539,Пицца Хат,637469737,to go,Восточный административный округ,район Гольяново,"город Москва, Хабаровская улица, дом 10/30",27,37.82818603289245,55.81989889485536,"{type=Point, coordinates=[37.828186032892454, 55.81989889485537]}"
